Name,Reviews,Date,Ratings
Johanna Nortesuo,"Warmly recommend! Very tasty, traditional Indian dishes. I had dal tadka, half matar paneer and two rotis. Rotis were very big and light and curries were as great as at any restaurant in a bigger city. And maybe third the price. Service was excellent too, I asked for a Chai which they didn't have but picked up from a nearby stall.",3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Abhik Biswas,Food quality are down grading day by day.,in the last week,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Barnan Banerjee,Very fabulous bireyani specialist restaurant in Kharagpur from last 10 years..,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Shreekanta Panda,"Oh the most famous and demanding nonveg resturant(also veg items available). Specially the biriyani. This is the oldest biryani shop in kharagpur. service is very well and quick with very affordable price , almost the lowest rates in the city with the best quality",4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Niloy Bhowmik,Food is not healthy because it contains too much oil. Flavour is so intense & too much spicy.,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Koushik Mahata,For biriyani in Jhargram is the best place you can go...,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Uday Bade,Awesome biriyani spot for train travellers,3 weeks ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
prasun kumar basu,Good place for quality and tasty biriyani.,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Shubhra Kiran Ghosh,Taste of the biriyani is very good...and the other food is also tasty,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Ishan Roy,"Located just outside the Kharagpur Railway station, very easy to find. Fast service. Really liked thr biryani they served. Deducting a star  for the ambience and look of the place which feels a bit conservative.",6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Rohit Kishan Ray,One of the best biriyani of Kharagpur,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Purnachandran Nair,"Texture, taste and mouthfeel of their biryani rice with its tender chicken and potato brings one towards it everytime! Value for money. Dont forget their masala cola in the end!",5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Rajesh Mondal,You will find best biryani of kgp,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Tanmoy Pal,Great nice restaurant. Good food.,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Abhisek Panda,"Nearest to the railway station ,a great restaurant for biriyani lovers",3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Prajwal Bv,Good food. The chicken tandoori was delicious.,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Avijit Marik,Not excellent but Good food here.,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Sumit Satpathi,Beat biryani specialist restaurant in khargpur,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Swarup Ratan,Price is a bit higher but quality of food specially biriyani is really good.,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
PINAKI GHOSH,Cost of food is too high but quality is good.,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
rekcah enon,"Needs to improve a little cleanliness,they keep their dahi salad open and flies sit on it and keeps buzzing around it..Its regular every time i went their i saw it..plzz improve it...",6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Tandrima Dhara,Oooohhhooo I like Taz's biriani too much....from 4 year ago I ate biriani at Taz...super taste at proper price level I think Taz biriani is best in KGP,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Avinash Thakur,One of the best biryani shop at kharagpur,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
smriti louis,It was awsome experience specially chickwn tikka and chicken tandoori....,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Shiv Krishna,Good biriyani,2 weeks ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
syed shamim kawser,Best biryani and special item tikka masala..,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
sanjay reddy,Best chicken biryani in Kharagpur. But the food is a bit expensive,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Abhishek Paul,Nice Place for any Outing..,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Towsif,"The best biryani food court in Kharagpur. Besides other dishes like Tanduri, Chicken Chap are also awesome and mouthwatering. Service is quite good. A must visitable hotel for lunch or dinner.",10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
vignesh shaj,Mutton keema is a must try. Biriyani is okayish.,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Mirai JonJackson,It's have a good location and  nice food,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
ajay das,Minimum quality food of kharagpur jn.,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Subhadip Ghosh,Too tasty Biriyani,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Gourab Kumar Dhal,Available very tasty biriyani...😘😘,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Amit 007,Very Nice and great biryani.. :),6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Biswanath Panda,Kgp famous biriyani available here,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Surajit Ghosh,Authentic Biriyani can be the best thing in Kharagpur. Non oily biriyani and other tandoor items are the great. Love this restaurant.,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Ritesh Majumder,"One among very few places in kharagpur which is decent enough to go and eat when you have only 200 bucks in yoir pocket. Biryani is good. Kababs are too, unless you notice too many flies loitering on the salad prepared to be served with …MoreOne among very few places in kharagpur which is decent enough to go and eat when you have only 200 bucks in yoir pocket. Biryani is good. Kababs are too, unless you notice too many flies loitering on the salad prepared to be served with kababs. Staffs are average, menu does not have that wide variety. You can go there if you want good biryani and kebabs. Anything else is not that good to mentions",9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Jyoti Bikash Swain,Nice affordable food,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
ishan dutta,nice biryani heavy tasty food,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Manoj Ghosh,"Last I go there 10th October 2017, I miss it now...",5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Abhisek Chowdhury,Its good restaurant,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Jeet Majumder,The best biryani center of Kharagpur. Mutton biryani and Chicken leg are worth mentioning among the various dishes available.,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Jagdish Kumar,Very tasty biryani,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Animesh Kar,It is the best food court to have any kind of biriyani in Kharagpur.,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Arindam Kali,Awesome Food Quality at reasonable price.,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
mainak sen,Famous for biriyani in kgp,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
PIONIC,I'm loving this place and food,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Monami Mondal,Bah taaz. brilliant & a bit pricy,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
karishivyamini,My favourite,in the last week,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
T R B BALIA,Nice. One of the best kabab restaurants in Kharagpur. Briyani is good too...,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Vikas Raman,Good for biryani,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
mukesh chauhan,Owesum,in the last week,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Rupesh kumar Singh,It's well maintained.  Food quality is good as per the locality.....,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Vivian jeet Singh Sudan,Best biryani in kharagpur. Don't chArge VAT if paying by cash. Friendly administration.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Sajid Hussain,It's ok,2 weeks ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Pritam Ghosh,Good enough,4 weeks ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Niladri Sekhar Roy,Not so good,in the last week,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Jyotirmay Maity,Awesome test pride of kgp....,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
uday kiran,Best non veg restaurant in kharagpur,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Phoenix Sabir,The best biriyani im Kharagpur,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Ravi kant,"Really tasty biryani , for the lunch time u need some time bcs of crowd, for the dinner is good . Raita is also good.",a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
thejesh venkata,You can't eat biryani here  if you had tasted biryani in hyderabad.You also get here a free aloo along with biryani which tastes awful.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Gsiva Kesav,I like the disiplane and the chicken biryani a lot....,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
veer singh,The behaviour is not good which way the talking it really poor .the waiter behaviour to me is 2 poor,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
WASIM RAJA VLOGS,biryani good,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
MOHD Kamaryab,Tasty food.  Best place for non veg at kharagpur,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Akhilesh Goutam,They serve everything non veg.. even for veg food u have to specify explicitly,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
chanchal mandal,Not a bad this biryani center,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Naresh Nani,Waaaaa... Taj Best Biryani Center in Kharagpur... I Love it Chicken Biryani...🍗🍜,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Indian Railway technology,Not like name...simple briyani ...and chiken kadai was not good....only eatable...i hav taken good on occation of dussherra,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
RAJARSHI ROY,As per the price quality is not up to the mark.,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Raja Sekhar Battu,Biryani is good but not best...if you are from Hyderabad you will know the difference...,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Biswajit Biswas,Kharagpur no. 1 biryani,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
sounak ghosh,Affordable and good tasty foods are available,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Biswarup Mandal,Awesome.,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Akash Kumar Dey,Once a good place known for good biriyani. Now they forgot cleanliness.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
L V R Krishna Penjarla,I P.Ramya food was delicious. I ask for delivery in the train for my parents. They delivered food on time.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Sk Aslam,Very good restaurant with large variety of good foods,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Prabhu Nath,Nice biryani,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Pravat Panda,Wow nice,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Subhajit Kumar Barman,Good biriyani among all nearby shops !!,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Debasis Dutta,Just fatafati taste of foods here....,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
jagdish rao,Its biryani is out of this world,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
KM tube,The foods are really amazing,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
satish jaiswal,Nice,a week ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Akashdeep sao,Good... for your health,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Soumyadipta Nandy,Good budget friendly restaurant...,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Priyomjit Das,Ordinary.... Not so good...,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
SOURAV PIRIE,Average Tasty  biriyani,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Abinash Prusty,My one of the favorite restaurant,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Hemanta Pradhan,Good Biryani at affordable rates,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Saheb Karmakar,Mouth watering awesomeness💯,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Alan Noronha,Food good. Clean and quick service,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Agniva Ghosh,Serves the best biriyani I have ever tasted.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
BIPLAB KUMAR MANDAL,Good place for Biriyani lover.,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
pratyush gope,No so good as it was before,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Chandra sekhar Nayak,Ok,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
sujit kumar Bisoyi,Bad ...,in the last week,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
shubham kumar,Great food,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
SOMNATH SENGUPTA,nice biriyani at all,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
mukesh kumar,I love chicken bïryaní and chilli çhìcken.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Soumyendu Roy,"Tasty food, reasonable price. They have been operating in the town for more than a decade.",a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Ravishankar N,"I'm not a fan of this style of briyani, nevertheless it was good.",11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Ravi Kumar,Quality food but bit costly....,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Sourav Mukherjee,Great place for dinning out,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Shibotosh Mukherjee,It's good in town like Kharagpur.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Abhishek Srivastav,Oily food..,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Nitish Sinha,Biryani wasn't good,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
subho dutta,No 1 in biryani,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Noorul Ameen,Those who want halal chicken items outside IIT Kgp this is the best option,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Subhagata Banerjee Dutta,Tasty food,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Sidhartha Sahu,No other biryani point in that area,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Anam Hasan,Good biryani,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
SUNIL KUMAR MANDAL,Best Biryani Restaurant in Kharagpur,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Rajnish Singh,Quality biryani,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Affan Zafar,Good food.,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
SOURAV RAY,Good foodcorner for Muglai gharana...love it ..,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Sreya Roy,The taste of Biriyani is fantastic.👌👌👌,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Atonu Ghosh,Chicken biryani is awesome here.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Rahul Mahato,Awsome,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Suman Adhikari,Good place for eating biryani,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Deep Chakrabarty,Ok,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Syed Nur,The biryani is not so good,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Maidul Islam,for Biryani lovers this is heaven for you..,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Abu Salam Parvez Alam,Best mutton biryani in District.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Adv. Parthasarathy Tankala,Not so tasty as name suggests,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Rachit Aggarwal,Amazing Biryani!,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Anirban Das,Famous biryani,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
alok ekka,Its good if you wanna have some chicken biryani.,5 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Kalyan Singh,The test of the biriyani is just Awesome.......,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Sreedhar Bukya,If you want to eat chicken biryani this is best place,5 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
SK FURKAN,Very nice hotle,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
SG Suraj Rock,Good,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
