Name,Reviews,Date,Ratings
Saurav Dash,Ordered Paner Polao. it was a total disaster. Staff behavior also very bad. They don't know how to behave with customers. Don't even deserve a zero star.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Nikunj Kumar,it is restaurant cum bar,a week ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
arvind selvam,Better than other options around IIT,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Rutwik Rao,The local watering hole for IITians.  Good place to hang out for a drink. Decent food and service. Extremely hard to find an empty booth on Friday nights.,5 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Srihari Radhakrishna,Great cakes. Affordable.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
vignesh shaj,Lively bar with great food.(for kgpians),a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Anup Padam,Good bakery👍,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
utpal raha,Good sacks and birthday cakes available,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Jay Gala,Cool place to hangout,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Ravi Kumar,Delicious cakes and food,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Chirag Patil,Good bakery,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Soumyendu Roy,Neat & Clean restaurant with decent food,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Cherry,Good,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Amarjeet Mehto,Bar here.,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Ayush Pandey,"Its okay..for a visit once in a while.The main problem that you may face sometimes is that half of the things on the menu are ""Not Available""/",3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
vijay kumar reddy,The Great Daaru Adda..,3 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Hemant Patel,Was this place called Waldorf (Waldies) years back?,2 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
UTKARSH BAJPAI,"Poor delivery service, also waiters dont talk properly",4 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Amar Sharma,Not good for couple,5 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Sanjeeb Patra,Very bad,5 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Baljit Singh,Nice,5 years ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
