Name,Reviews,Date,Ratings
lake ashok raja patrudu,"Flavors the battle of dishes, as the tag line says its  really a battle with dishes, you can find no of dishes from starters to smoothies. Desserts too special. As far as I'm known this is only place in KHARAGPUR which has shisha/hukkha …MoreFlavors the battle of dishes, as the tag line says its  really a battle with dishes, you can find no of dishes from starters to smoothies. Desserts too special. As far as I'm known this is only place in KHARAGPUR which has shisha/hukkha section and they have rich looks and sets perfect stage for parties. It's dj and smoke effect is awesome. Starts at 10 pm every night with high end sound system and smokes. Hindu to English telugu to Tamil all songs mix and only dance.",2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Jackey Sharma,"food is good, service is good, all in all its good but nothing exceptional.",2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Arundhati Sen,Generally I didnot eat at kharagpore Restaurents.but Ihave seen the exterior of the flavour.and heard foods are good.Ithink Its interior also nice.,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Shiva Surya,Nice place for to enjoy their treat,in the last week,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Adarsh Mane,One of the best Restaurants in Kharagpur. The starters are really nice. Make sure you book ahead of you're going on a weekend!,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Arnab Chakraborty,Today I ordered Chicken sweet and sour. But the chicken pieces are not properly cooked. But most unfortunately the waiter and other staffs contested me that the chicken pieces are boiled. Though I paid the bill but will not suggest others to go there.,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Soumi Chaki,Good food and nice environment for a fun filled get together with your friends. Very spacious and well maintained establishment.,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Soumalya Das,"love the food and ambiance very much, even its available for booking entirely for couple of hours for big parties and get together.",3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
ARNAB DAS,We ordered Handi Chicken. It was smelling awfully. Its was smelling like 1 - 2 day old chicken kept without refrigerator. But its one of the best place to eat near Kharagpur.,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Shreekanta Panda,Very nice place for food and hooka. Nice interior and mouth watering food.,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
banoth ravinder,Hookah zone and non hookah zone are there.  You can have very good quality of food and soft shakes,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Arkendu Roy,Very bad behaviour and food quality is very bad,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
swapnil rupaye,Its good place with nice ambience,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Binit Agarwal,Good food starters we're awesome but the main course was a little less tasty yet overall quantity and quality was good.,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Ujjwal Raj,Best hookah bar in the area along pretty good dancing area,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Ankur Bhattacharjee,Nice place to dine and celebrate Birthdays and other parties. Nice music and great ambience.,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
shashank shekhar,Every thing is good except waiters,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Anwesha Basu,Great restaurant in a place like Kharagpur. Popular for birthday and graduation treats. Also has a hookah zone.,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Abhishek Dutta,"Good restaurant,, foods and good and environment is very favorable and very clean and well maintained.",4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
vikky shrma,Worst service... Essse better ki mai lbs hall ka khana kha leta😢😢😢,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Keya'S World,Yummy & tasty food... little costly..BT nice place...,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Anirban Mukherjee,"Nice place, good food",6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Souvagya Ranjan Nayak,Food is ok but expensive.,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Prerit Gupta,"It's very difficult to find such good places in Kharagpur to dance, organize treats and eat good food!",7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Ankit Sharma,"Very gd place to go with family,gf,and friends.reasonable price with superb food quality.dont miss this place.",6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
durgesh nath,Nice family restaurant..Hukka Bar is also there,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Jeet Majumder,1. Ambience: 5/52. Overall food quality is very good. Starters are just awesome. 5/53. Behavior of the staffs is also good. 5/54. Not much costly. 5/5,10 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Suprobhat Bhattacharjee,Nice Resturant with a pleasure enviornment with Fast Serving and Good Food...but the price is little high...,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Abhinav Singh,"Unique ambience, courteous staff; impeccable and perceivably well trained, food is delectable yet leans conspicuously on the spicier side. Houses a hookah space as well.",6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
SAURABH SINGH,"The most awesome place in kharagpur which serves the best food, a good ambience and a entertaining combination of hukka and music. It's a good place to get refreshed.",8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Atri Bandyopadhyay,you can get tasty delicious dishes here......,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Poulomi Roy,A go to place for parties if you are a student of IIT Kharagpur,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Kalyanasish Shee,"This is probably the only place in Midnapore - Kharagpur area where you can find hookah bar with disco facility. Foods are tasty, but little bit salty and much spicy.",7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
achin anubhab,Good food... Nice place.. Common sense says dance floor and family restaurant does not mix... Flavour does not seem to care. Never go after 9pm.. can't even talk to person beside you due to noise from dance floor,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Ashutosh Akhoury,Excellent arrangement for veg and Non veg both,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Your Online Friend,Great place for gathering.Service is good.Hookah bar available.,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
HARSH DSEHMUKH,"Good place to hangout with friends, it has a little space for dance but after 10 pm with descent Indian music",9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Ayush Patidar,"Nice place, good food. Great place for large groups",7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Sandeep Gupta,Nice place to food....... Good ambience,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Subrata Das,"If want to go for a party or treat at weekend, I think these is the best place at Kharagpur. It has disco facility in the Hookah section.",7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Surojit Mahato,Good food quality and nice service...,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Amal Pal,ONE OF THE BEST  AC  RESTAURANT IN KHARAGPUR. LOCATION IS VERY GOOD. HAVE GOOD PARKING FACILITY.PROVIDING GOOD QUALITY /HYGENIC FOOD. REASONABLE RATE. BEAUTIFUL ENVIRONMENT. BEHAVIOUR OF ALL STAFFS ARE FINE. HOME DELIVERY FACILITY AVAILABLE.,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Retwick Bhakat,Nice music... Good environment... Good food quality.,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
prakhar Singh,Good food | good ambience,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Chirag Patil,Probably only decent place in kharagpur... Needs better food but..,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Jayant Abhir,"Be sure to make a reservation before you arrive, especially on weekends",5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Gargi Roy,Coocking is really good.. and environment also good..,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
SURAJIT CHOUDHURY,Quality of food degraded. Waiters themselves agree to this fact.,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
Tushar Gupta,Great place for a party !!,2 weeks ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
NANDA LAL CHOUDHURY,"A family restaurant, the best restaurants.",3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Biswanath Panda,Waiting time is too long for,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
S A K S H A M,"Good food, nice ambiance.",6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
vignesh shaj,Best restaurant in Kharagpur by far. Hookah lounge is good for parties.,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
shivraj kotkar,Starters are really good here,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Saikat Roy,The snacks are excellent as expected. The main course items are also the same. They prepare food items with love. I can't mention any single item leaving others.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Sagar Kothade,Good food facility in Kharagpur industrial area.,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
k.krishna Reddy,Nice place for dinner,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
sounak ghosh,"One of the best resturent in the city with hookah bar and lovely delicious dishes ,non smoking zone are available ,good place for friendly gathering and family resturent",11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Amitava Dey,"Food quality ok, serving time very poor.",7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Umang Pant,Nice place for family outing,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
bharat bhusan Khuntia,Good food with decent service,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Ankur Roy,Nice place.. Good ambiance.. Food is awesome..,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Vamsi kiran Murukutla,Super taste,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
puru sharma,Best in Kharagpur,in the last week,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Netra Bommanahalli,Nice place.. but taste of food is not good...,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Shubham Waghe,Awesome place to hang out with friends 😃,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Kaushik Roy,Family restaurant and hookah bar are separated.. Also has parking facility,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Sayantan Adak,Awesome but the price of any plate is high,9 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Sourav Mukhopadhyay,one of the best place to eat spicy foods,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Praful P Pai,"A nice restaurant with Indian and Chinese Food. The place also has a separate smoking section with a Hookah-Bar. It has a substantial menu, but most soups and kebabs are recommended, along with sizzlers. The prices are a economical and in line with the food offered at the restaurant.",a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
DEEPAK SHARMA,The place is amazing and the food is also yummy but not as hotel greenland,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Nirmalyo Chakraborty,Ok,in the last week,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
vikram chugh,It is a nice place to hangout with friends specially for IIT KGP students.,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Ravi Kumar,just awesome loved it liked it,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
suswagata dasgupta,Preparations is so bad in puja session.,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 2.0 out of 5,""><span style=""width:28px""></span></span>"
DIPYAMAN SINHA,"Was too busy dancing, did not give attention to the food!",8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
mause kgp,"The food and ambience is better than average, but hot coffee is not available at all hours, and that can be a major irritation for coffee-lovers like myself!!!",a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
karishivyamini,Nice ambience,in the last week,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Baidurya Bhattacharya,Good food,a week ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
PRADEEP BHAL REVIEWS,Waiting time is more,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Prajwal Bv,Compulsorily have to consume hookah,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Sandesh C,"Great veg starters collection : Chinese Behl, American Corn, Crispy Baby Corn are worth a try. dance floor, disco ambience :)",a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Dharmendra Jain,Excellent ambiance good foo d one and only luxurious restaurant in kgp,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
SARWAN KUMAR Nisad,Good food,2 weeks ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
tushar biswas,Nice restaurant,3 weeks ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
amandeep sekhon,The most tasty food at inda,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Ashutosh Agrawal,Good BAR cum Restaurant for Parties,6 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Jay Gala,Tasty food. Long time to serve,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Laxmikant Dhruw,Best in kharagpur. Best for both vegetarians and non-vegetarians.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
DINESH LAKRA,"Good food but very poor hospitality, often one needs to wait a lot for their turn.",a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
Akshay Kumar,Best place in kharagpur,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
siddhartha sankar Paira,Superp food,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Manoj Kumar Singh,good place for eating,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Pranandita Biswas,Flavour is great. The food quality was awesome.,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Aquil Khan,Rejected customers...even when tables were empty,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
RAJESH SAMANTA,Very nice,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Santosh Kumar Sahu,Nice restaurant...,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
showvik sinha,"Hospitality not at all satisfactory, yesterday visited there to have dinner along with my wife and 5 month old kid, first question waiters told me we have to vacate our table if other guests comes. Next question was was how much time it's …MoreHospitality not at all satisfactory, yesterday visited there to have dinner along with my wife and 5 month old kid, first question waiters told me we have to vacate our table if other guests comes. Next question was was how much time it's going to take to finish our meal even before sitting there. My wife and I was extremely frustrated by this kind of behavior and we left the restaurant.",a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 1.0 out of 5,""><span style=""width:14px""></span></span>"
Supriyo Dutta,It is a most famous  hotal,7 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Pushpak Roy,Awesome place to hangout with friends .. Food is also great in here..,a year ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
SHANTI MANDAL,Dimna road,a month ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Sam Dom,Good food..,3 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Richa Bhusan,Good Food in the air with dancing shoes on.,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Randeep Lall,"Nice food, great place.",11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Bhairab Kar,Excellent service,8 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
Sarvajeet Raj,It's good,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
MRINAL BHAYA,Excellent food service,11 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
prabhjot singh,Can't expect more from Kharagpur,4 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Aditya Parekh,Nice mostly,2 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 4.0 out of 5,""><span style=""width:56px""></span></span>"
Nikunj Kumar,Best place on Kharagpur,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 5.0 out of 5,""><span style=""width:70px""></span></span>"
PIONIC,Best restaurant in Kharagpur,5 months ago,"<span class=""_pxg _Jxg"" aria-label=""Rated 3.0 out of 5,""><span style=""width:42px""></span></span>"
